Name,Property_Type,Bedrooms1,Baths,Balcony,City,Location,total_sqft,Price_per_SQFT,Price
"Aura City,Shikrapur, Pune",Flat,2,3,No,Pune,"Aura City,Shikrapur, Pune",810,3210,2600000
"Lokmanya Colony, Kothrud,Pune",Flat,1,2,No,Pune,"Lokmanya Colony, Kothrud,Pune",720,10420,7500000
"Balaji Manas Valley,Bhukum, Pune",Flat,2,2,No,Pune,"Balaji Manas Valley,Bhukum, Pune",694,5760,4000000
"Kesnand, Pune",Independent House,3,3,No,Pune,"Kesnand, Pune",1500,4000,6000000
"Windchime Homes ,Tukaram Nagar, Talegaon Dabhade,Pune",Flat,2,3,No,Pune,"Windchime Homes ,Tukaram Nagar, Talegaon Dabhade,Pune",1024,4390,4500000
"Alok Nagari ,Mangalwar Peth, Kasba Peth,Pune",Flat,1,2,No,Pune,"Alok Nagari ,Mangalwar Peth, Kasba Peth,Pune",535,7480,4000000
"Sara City,Chakan, Pune",Flat,1,2,No,Pune,"Sara City,Chakan, Pune",450,4670,2100000
"Anjani Gaatha,Hingane Home Colony, Karve Nagar,Pune",Flat,1,2,Yes,Pune,"Anjani Gaatha,Hingane Home Colony, Karve Nagar,Pune",634,4730,3000000
"Ramya Nagari, Bibwewadi,Pune",Independent House,3,3,No,Pune,"Ramya Nagari, Bibwewadi,Pune",1060,5190,5500000
"Sambhajinagar, Chinchwad,Pune",Flat,1,2,No,Pune,"Sambhajinagar, Chinchwad,Pune",670,8210,5500000
"Indumati heights ,Trishul Housing Society, Saswad,Pune",Flat,1,2,Yes,Pune,"Indumati heights ,Trishul Housing Society, Saswad,Pune",706,3540,2500000
"Swapnsankul,Ambegaon, Pune",Flat,1,2,Yes,Pune,"Swapnsankul,Ambegaon, Pune",595,3190,1900000
"Azad Nagar, Wanowrie,Pune",Independent House,2,3,No,Pune,"Azad Nagar, Wanowrie,Pune",830,9040,7500000
"Azad Nagar, Wanowrie,Pune",Independent House,2,3,Yes,Pune,"Azad Nagar, Wanowrie,Pune",850,8820,7500000
"SSD Sai ,Hindustan Antibiotics Colony, Pimpri,Pune",Flat,1,2,No,Pune,"SSD Sai ,Hindustan Antibiotics Colony, Pimpri,Pune",448,6700,3000000
"Sanaswadi, Pune",Flat,2,2,Yes,Pune,"Sanaswadi, Pune",714,3360,2400000
"Kunjirwadi, Pune",Independent House,2,3,No,Pune,"Kunjirwadi, Pune",1400,2500,3500000
"Hindustan Antibiotics Colony, Pimpri,Pune",Independent House,2,3,No,Pune,"Hindustan Antibiotics Colony, Pimpri,Pune",1200,7250,8700000
"Alandi, Pune",Flat,2,3,No,Pune,"Alandi, Pune",809,4330,3500000
"Sai Smruti,Narhe, Pune",Flat,1,1,No,Pune,"Sai Smruti,Narhe, Pune",394,3170,1250000
"Tukaram Nagar, Talegaon Dabhade,Pune",Flat,1,2,Yes,Pune,"Tukaram Nagar, Talegaon Dabhade,Pune",602,4150,2500000
"Narhe, Pune",Flat,1,2,No,Pune,"Narhe, Pune",650,4770,3100000
"Devkar and Ghule Complex,Ganesh Nagar, Bopkhel,Pune",Flat,1,2,Yes,Pune,"Devkar and Ghule Complex,Ganesh Nagar, Bopkhel,Pune",620,4840,3000000
"Mangal Murti,Subhash Nagar, Shukrawar Peth,Pune",Flat,1,1,Yes,Pune,"Mangal Murti,Subhash Nagar, Shukrawar Peth,Pune",250,8000,2000000
"Sasane colony keshav Nagar mundhwa ,Keshav Nagar, Pune",Flat,2,2,Yes,Pune,"Sasane colony keshav Nagar mundhwa ,Keshav Nagar, Pune",667,6450,4300000
"Sathe Chambers,Sathe Colony, Shukrawar Peth,Pune",Flat,3,3,No,Pune,"Sathe Chambers,Sathe Colony, Shukrawar Peth,Pune",1100,8180,9000000
"Bharti tower,Indapur, Pune",Flat,1,3,Yes,Pune,"Bharti tower,Indapur, Pune",850,3530,3000000
"Mahadev Nagar, Dhayari,Pune",Flat,1,1,Yes,Pune,"Mahadev Nagar, Dhayari,Pune",320,4380,1400000
"Hindustan Antibiotics Colony, Pimpri,Pune",Flat,1,2,No,Pune,"Hindustan Antibiotics Colony, Pimpri,Pune",454,7710,3500000
"Hinjewadi Phase 2, Hinjewadi Phase 3,Pune",Independent House,2,3,No,Pune,"Hinjewadi Phase 2, Hinjewadi Phase 3,Pune",851,9990,8500000
"Nighoje, Pune",Independent House,2,2,No,Pune,"Nighoje, Pune",600,4670,2800000
"Bebadohal, Pune",Independent House,3,2,No,Pune,"Bebadohal, Pune",700,4290,3000000
"Siddhartha Nagar, Wagholi,Pune",Flat,1,2,No,Pune,"Siddhartha Nagar, Wagholi,Pune",488,4510,2200000
"Chakan, Pune",Independent House,3,3,No,Pune,"Chakan, Pune",1320,1890,2500000
"Ramkrishna Paradise,Dhayari Village, Dhayari,Pune",Flat,3,3,Yes,Pune,"Ramkrishna Paradise,Dhayari Village, Dhayari,Pune",1180,5510,6500000
"Ambegaon, Pune",Flat,1,2,Yes,Pune,"Ambegaon, Pune",530,4720,2500000
"Chakan, Pune",Flat,2,2,No,Pune,"Chakan, Pune",800,5940,4750000
"Kapurhol, Pune",Flat,1,2,No,Pune,"Kapurhol, Pune",405,4440,1800000
"Matoshree hights,Dighi, Pune",Flat,1,2,No,Pune,"Matoshree hights,Dighi, Pune",553,4700,2600000
"Kondhwa, Pune",Flat,1,2,No,Pune,"Kondhwa, Pune",540,3330,1800000
"Sai samruddhi ,Aambethan, Pune",Flat,1,2,No,Pune,"Sai samruddhi ,Aambethan, Pune",590,3900,2300000
"Sasane Nagar, Hadapsar,Pune",Flat,1,2,No,Pune,"Sasane Nagar, Hadapsar,Pune",430,4770,2050000
"BSK Krushnkamal Residency,Sangurdi Gaon, Pune",Flat,1,2,No,Pune,"BSK Krushnkamal Residency,Sangurdi Gaon, Pune",524,3630,1900000
"Ayodhyanagari ,Rajgurunagar, Pune",Flat,2,4,Yes,Pune,"Ayodhyanagari ,Rajgurunagar, Pune",800,2380,1900000
"Ranjangaon MIDC, Pune",Villa,2,3,No,Pune,"Ranjangaon MIDC, Pune",1287,2310,2980000
"Ambegaon, Pune",Independent House,3,4,Yes,Pune,"Ambegaon, Pune",2362,2920,6900000
"Ambegaon, Pune",Independent House,3,4,Yes,Pune,"Ambegaon, Pune",2361,2920,6900000
"Vetal Nagar, Hadapsar,Pune",Independent House,1,2,No,Pune,"Vetal Nagar, Hadapsar,Pune",650,13690,8900000
"Dighi, Pune",Flat,2,3,No,Pune,"Dighi, Pune",970,4330,4200000
"Vrindavan Apartments ,Ghorpade Peth, Swargate,Pune",Flat,1,2,Yes,Pune,"Vrindavan Apartments ,Ghorpade Peth, Swargate,Pune",500,10400,5200000
"Maharshi Nagar, Pune",Independent House,2,2,Yes,Pune,"Maharshi Nagar, Pune",625,12000,7500000
"Shinde wad,Phugewadi, Dapodi,Pune",Flat,1,2,Yes,Pune,"Shinde wad,Phugewadi, Dapodi,Pune",480,5210,2500000
"Varve Budruk, Pune",Independent House,2,3,Yes,Pune,"Varve Budruk, Pune",800,12380,9900000
"Koregaon Bhima, Pune",Flat,1,2,Yes,Pune,"Koregaon Bhima, Pune",573,3490,2000000
"Wadaki, Pune",Flat,1,2,Yes,Pune,"Wadaki, Pune",692,5060,3500000
"Mahalunge, Pune",Flat,1,1,Yes,Pune,"Mahalunge, Pune",280,7140,2000000
"Manjula apartment ,MIDC, Chinchwad,Pune",Flat,1,1,No,Pune,"Manjula apartment ,MIDC, Chinchwad,Pune",330,6360,2100000
"Chintamani Society,Somwar Peth, Pune",Flat,2,2,Yes,Pune,"Chintamani Society,Somwar Peth, Pune",760,10260,7800000
"Dhame chal  daund,Daund, Pune",Independent House,2,3,No,Pune,"Dhame chal  daund,Daund, Pune",1000,5000,5000000
"Maple Aapla Ghar,Uruli Kanchan, Pune",Flat,1,2,Yes,Pune,"Maple Aapla Ghar,Uruli Kanchan, Pune",479,5220,2500000
"Jadhav Nagar, Mundhwa,Pune",Independent House,2,3,No,Pune,"Jadhav Nagar, Mundhwa,Pune",853,8790,7500000
"Wagholi, Pune",Flat,1,2,No,Pune,"Wagholi, Pune",650,3080,2000000
"Siddhivinayak society ,Jambhulwadi, Pune",Flat,1,2,No,Pune,"Siddhivinayak society ,Jambhulwadi, Pune",535,2990,1600000
"Ramya Nagari, Bibwewadi,Pune",Independent House,1,1,Yes,Pune,"Ramya Nagari, Bibwewadi,Pune",250,5600,1400000
"Aayush Park 2,Varale, Pune",Flat,2,2,No,Pune,"Aayush Park 2,Varale, Pune",750,6670,5000000
"Warje Malwadi, Pune",Independent House,2,3,No,Pune,"Warje Malwadi, Pune",1304,6900,9000000
"Hindustan Antibiotics Colony, Pimpri,Pune",Flat,1,2,No,Pune,"Hindustan Antibiotics Colony, Pimpri,Pune",458,12010,5500000
"Sector No. 3, Bhosari,Pune",Flat,1,2,Yes,Pune,"Sector No. 3, Bhosari,Pune",640,7260,4650000
"kondhw dhavde,Uttam Nagar, Pune",Flat,1,2,Yes,Pune,"kondhw dhavde,Uttam Nagar, Pune",622,3620,2250000
"Vardhaman gold,Talegaon Dabhade, Pune",Flat,1,2,Yes,Pune,"Vardhaman gold,Talegaon Dabhade, Pune",580,3620,2100000
"Siddhivinayak Vision Woods,Jambhul, Pune",Flat,1,2,No,Pune,"Siddhivinayak Vision Woods,Jambhul, Pune",639,3280,2099000
"Fursungi, Pune",Independent House,3,3,Yes,Pune,"Fursungi, Pune",1500,5670,8500000
"Trishul Housing Society, Saswad,Pune",Flat,2,2,Yes,Pune,"Trishul Housing Society, Saswad,Pune",600,4170,2500000
"Talegaon Dhamdhere, Pune",Flat,2,2,No,Pune,"Talegaon Dhamdhere, Pune",550,4000,2200000
"4 bhk independent house,Siddhartha Nagar, Wagholi,Pune",Independent House,4,3,No,Pune,"4 bhk independent house,Siddhartha Nagar, Wagholi,Pune",1000,7500,7500000
"Shree ram nagar ambethan road,Aambethan, Pune",Independent House,1,2,No,Pune,"Shree ram nagar ambethan road,Aambethan, Pune",600,3500,2100000
"Visionwoods,Jambhul, Pune",Flat,2,2,No,Pune,"Visionwoods,Jambhul, Pune",639,3280,2099000
"Mahindra Antheia,Hindustan Antibiotics Colony, Pimpri,Pune",Flat,1,2,Yes,Pune,"Mahindra Antheia,Hindustan Antibiotics Colony, Pimpri,Pune",600,9330,5600000
"Wagholi, Pune",Independent House,3,3,No,Pune,"Wagholi, Pune",1197,7940,9500000
"Gorhe Bk., Pune",Flat,2,2,No,Pune,"Gorhe Bk., Pune",730,4660,3400000
"Katarkhadak, Pune",Flat,2,3,Yes,Pune,"Katarkhadak, Pune",1150,6090,7000000
"SKYi Manas Lake,Bhukum, Pune",Flat,2,2,No,Pune,"SKYi Manas Lake,Bhukum, Pune",710,5920,4200000
"Vision City,Tukaram Nagar, Talegaon Dabhade,Pune",Flat,4,3,No,Pune,"Vision City,Tukaram Nagar, Talegaon Dabhade,Pune",1268,3710,4700000
"Shankar Kalat Nagar, Wakad,Pune",Independent House,2,2,No,Pune,"Shankar Kalat Nagar, Wakad,Pune",736,10600,7800000
"Keshav nagar police station ,Keshav Nagar, Pune",Independent House,2,3,No,Pune,"Keshav nagar police station ,Keshav Nagar, Pune",1000,5500,5500000
"Inna Apartment ,Parvati Hills, Parvati Darshan,Pune",Flat,1,2,Yes,Pune,"Inna Apartment ,Parvati Hills, Parvati Darshan,Pune",450,7780,3500000
"Kunjirwadi, Pune",Independent House,2,3,Yes,Pune,"Kunjirwadi, Pune",1089,3490,3800000
"Atharva Siddhi,Ambegaon Bk, Pune",Flat,1,2,Yes,Pune,"Atharva Siddhi,Ambegaon Bk, Pune",722,5260,3800000
"Xrbia Ambi,Tukaram Nagar, Talegaon Dabhade,Pune",Flat,1,1,No,Pune,"Xrbia Ambi,Tukaram Nagar, Talegaon Dabhade,Pune",320,5630,1800000
"Nilanjali Society, Kalyani Nagar,Pune",Flat,1,2,Yes,Pune,"Nilanjali Society, Kalyani Nagar,Pune",650,8460,5500000
"Anant Sushtri Jambhulgaon Kanhe Near Kanhe Railway Station Opp Mahindra Co,Kanhe, Pune",Flat,1,2,No,Pune,"Anant Sushtri Jambhulgaon Kanhe Near Kanhe Railway Station Opp Mahindra Co,Kanhe, Pune",600,4170,2500000
"Srbia,Jambhul, Pune",Flat,1,1,Yes,Pune,"Srbia,Jambhul, Pune",334,6590,2200000
"Sushma,Dehu Road Cantonment, Pune",Flat,1,2,No,Pune,"Sushma,Dehu Road Cantonment, Pune",550,3640,2000000
"Shivam Green Court ,Mahalunge Ingale, Pune",Flat,2,3,Yes,Pune,"Shivam Green Court ,Mahalunge Ingale, Pune",1075,3720,4000000
"Rambagh Colony, Rahatani,Pune",Flat,1,2,No,Pune,"Rambagh Colony, Rahatani,Pune",487,9650,4700000
"Emerald building ,Ambegaon Bk, Pune",Flat,1,2,Yes,Pune,"Emerald building ,Ambegaon Bk, Pune",683,5640,3850000
"Shankar Kalat Nagar, Wakad,Pune",Flat,1,2,Yes,Pune,"Shankar Kalat Nagar, Wakad,Pune",435,7590,3300000
"Mahatma Phule Peth, Pune",Flat,3,3,No,Pune,"Mahatma Phule Peth, Pune",1285,6610,8500000
"Yogesh apartment,Industrial Area, Nanded,Pune",Flat,1,2,Yes,Pune,"Yogesh apartment,Industrial Area, Nanded,Pune",400,3750,1500000
"SKYi Star Towers,Bhukum, Pune",Flat,1,2,Yes,Pune,"SKYi Star Towers,Bhukum, Pune",555,5410,3000000
"Dhanori, Pune",Independent House,1,2,Yes,Pune,"Dhanori, Pune",620,6770,4200000
"Sell building,Siddhartha Nagar, Wagholi,Pune",Independent House,5,3,Yes,Pune,"Sell building,Siddhartha Nagar, Wagholi,Pune",1000,7500,7500000
"Siddhartha Nagar, Wagholi,Pune",Independent House,1,2,No,Pune,"Siddhartha Nagar, Wagholi,Pune",650,11080,7200000
"Aapla Ghar ,Ranjangaon, Pune",Flat,1,2,Yes,Pune,"Aapla Ghar ,Ranjangaon, Pune",450,3780,1700000
"Pratham Apartment ,Loni Kalbhor, Pune",Flat,1,2,No,Pune,"Pratham Apartment ,Loni Kalbhor, Pune",500,5400,2700000
"om pearl,Narhe, Pune",Flat,1,1,No,Pune,"om pearl,Narhe, Pune",300,3670,1100000
"Ganga ,Koregaon Park Annexe, Mundhwa,Pune",Flat,1,2,No,Pune,"Ganga ,Koregaon Park Annexe, Mundhwa,Pune",675,7410,5000000
"Aapla Ghar Talegaon Dhamdhere,Talegaon Dhamdhere, Pune",Flat,1,2,Yes,Pune,"Aapla Ghar Talegaon Dhamdhere,Talegaon Dhamdhere, Pune",411,2430,1000000
"Baner, Pune",Flat,2,3,Yes,Pune,"Baner, Pune",825,8610,7100000
"Shivnagar Chirke Colony, Lohegaon,Pune",Villa,3,3,Yes,Pune,"Shivnagar Chirke Colony, Lohegaon,Pune",1475,5080,7500000
"Ravet, Pune",Flat,2,3,No,Pune,"Ravet, Pune",1057,6210,6567000
"Sahyog Nagar, Chikhali,Pune",Flat,2,3,No,Pune,"Sahyog Nagar, Chikhali,Pune",830,5420,4500000
"Minakshi Puram, Vadgaon Budruk,Pune",Flat,2,2,No,Pune,"Minakshi Puram, Vadgaon Budruk,Pune",700,5000,3500000
"Sidhi vinayak vision city jabhulgaon PUNE ,Jadhav Nagar, Vadgaon Budruk,Pune",Flat,3,3,No,Pune,"Sidhi vinayak vision city jabhulgaon PUNE ,Jadhav Nagar, Vadgaon Budruk,Pune",1400,2790,3900000
"Hindustan Antibiotics Colony, Pimpri,Pune",Independent House,3,3,Yes,Pune,"Hindustan Antibiotics Colony, Pimpri,Pune",1280,5860,7500000
"Platinum Towers,Shankar Kalat Nagar, Wakad,Pune",Flat,2,3,Yes,Pune,"Platinum Towers,Shankar Kalat Nagar, Wakad,Pune",850,9180,7800000
"Sai Home CHS,Tanaji Nagar, Ambegaon Pathar,Pune",Flat,1,2,No,Pune,"Sai Home CHS,Tanaji Nagar, Ambegaon Pathar,Pune",540,4630,2500000
"Bhamboli, Pune",Flat,1,2,No,Pune,"Bhamboli, Pune",443,3840,1700000
"Warulwadi, Narayangaon,Pune",Flat,2,3,No,Pune,"Warulwadi, Narayangaon,Pune",900,3560,3200000
"Warulwadi, Narayangaon,Pune",Flat,2,3,No,Pune,"Warulwadi, Narayangaon,Pune",900,7440,6700000
"Warulwadi, Narayangaon,Pune",Flat,2,3,Yes,Pune,"Warulwadi, Narayangaon,Pune",900,6110,5500000
"Talegaon Dhamdhere, Pune",Flat,2,2,No,Pune,"Talegaon Dhamdhere, Pune",750,2670,2000000
"Ravet, Pune",Flat,2,3,No,Pune,"Ravet, Pune",1015,6220,6310000
"Nancy hill Vive ,Baner, Pune",Flat,2,3,No,Pune,"Nancy hill Vive ,Baner, Pune",900,9890,8900000
"Shikrapur, Pune",Independent House,3,4,Yes,Pune,"Shikrapur, Pune",2050,2440,5000000
"Kalas Area, Kalas,Pune",Independent House,3,3,Yes,Pune,"Kalas Area, Kalas,Pune",1300,6230,8100000
"Amrutganga,Wadegaon, Pune",Flat,2,2,No,Pune,"Amrutganga,Wadegaon, Pune",563,12790,7200000
"Shankar Kalat Nagar, Wakad,Pune",Flat,1,2,No,Pune,"Shankar Kalat Nagar, Wakad,Pune",700,6710,4700000
"sonsavar apartment,Ram Nagar, Pimple Gurav,Pune",Flat,2,2,Yes,Pune,"sonsavar apartment,Ram Nagar, Pimple Gurav,Pune",580,5690,3300000
"Baner, Pune",Flat,2,3,No,Pune,"Baner, Pune",1100,8180,9000000
"Varale, Pune",Flat,1,2,No,Pune,"Varale, Pune",680,3380,2300000
"Vitthal Nagar, Warje,Pune",Independent House,1,2,Yes,Pune,"Vitthal Nagar, Warje,Pune",402,6720,2700000
" Near Shrikrishna Theater ,Budhwar Peth, Pune",Flat,1,2,No,Pune," Near Shrikrishna Theater ,Budhwar Peth, Pune",690,7750,5345000
"Sairutu height,Manter Wadi, Pune",Flat,1,1,Yes,Pune,"Sairutu height,Manter Wadi, Pune",270,3700,1000000
"Sus, Pune",Independent House,3,3,Yes,Pune,"Sus, Pune",1300,2920,3800000
"Tanish ,Alandi, Pune",Flat,1,2,No,Pune,"Tanish ,Alandi, Pune",587,3920,2300000
"Nerhe, Pune",Flat,3,2,No,Pune,"Nerhe, Pune",798,3760,3000000
"Sector No. 1, Bhosari,Pune",Flat,2,2,No,Pune,"Sector No. 1, Bhosari,Pune",765,4180,3200000
"kalpashi,Subhash Nagar, Shukrawar Peth,Pune",Flat,1,1,No,Pune,"kalpashi,Subhash Nagar, Shukrawar Peth,Pune",345,8700,3000000
"Sus, Pune",Independent House,2,3,No,Pune,"Sus, Pune",1100,5450,6000000
"Vetal Nagar, Hadapsar,Pune",Independent House,2,2,No,Pune,"Vetal Nagar, Hadapsar,Pune",650,10000,6500000
"Sahil Heights,Fursungi, Pune",Flat,1,2,Yes,Pune,"Sahil Heights,Fursungi, Pune",550,2730,1500000
"Shree Laxmi Apartment ,Mahadev Nagar, Dhayari,Pune",Flat,2,2,No,Pune,"Shree Laxmi Apartment ,Mahadev Nagar, Dhayari,Pune",740,4860,3600000
"Tranquil Park ,Shivnagar Chirke Colony, Lohegaon,Pune",Flat,2,3,No,Pune,"Tranquil Park ,Shivnagar Chirke Colony, Lohegaon,Pune",940,5850,5500000
"Amber Apartments,Baner, Pune",Flat,2,3,No,Pune,"Amber Apartments,Baner, Pune",1040,9130,9500000
"Amber Apartments,Baner, Pune",Flat,2,3,Yes,Pune,"Amber Apartments,Baner, Pune",1040,9130,9500000
"Gaurav A Housing Society ,Indira Nagar, Dhanori,Pune",Flat,2,3,Yes,Pune,"Gaurav A Housing Society ,Indira Nagar, Dhanori,Pune",850,4000,3400000
"dagdu patil nagar Shinde REsidenvy,Power Nagar, Thergaon,Pune",Flat,1,2,No,Pune,"dagdu patil nagar Shinde REsidenvy,Power Nagar, Thergaon,Pune",487,4720,2300000
"Maharashtra Vidhyut Department Quarters, Fursungi,Pune",Flat,1,2,Yes,Pune,"Maharashtra Vidhyut Department Quarters, Fursungi,Pune",600,4170,2500000
"Baner, Pune",Independent House,2,3,No,Pune,"Baner, Pune",1050,7900,8300000
"Shani Nagar, Ambegaon Budruk,Pune",Independent House,1,2,Yes,Pune,"Shani Nagar, Ambegaon Budruk,Pune",700,6860,4800000
"mont vert vista,Uravade, Pirangut,Pune",Flat,2,3,Yes,Pune,"mont vert vista,Uravade, Pirangut,Pune",991,4840,4800000
"Dnyanada park,Chakan, Pune",Flat,1,3,Yes,Pune,"Dnyanada park,Chakan, Pune",900,2440,2200000
"Ambegaon Bk, Pune",Flat,2,2,Yes,Pune,"Ambegaon Bk, Pune",660,4540,3000000
"Charholi Budruk, Pune",Flat,1,2,No,Pune,"Charholi Budruk, Pune",500,3200,1600000
"Mahalaxmi complex mahadev nagar Dhayari ,Mahadev Nagar, Dhayari,Pune",Flat,1,2,Yes,Pune,"Mahalaxmi complex mahadev nagar Dhayari ,Mahadev Nagar, Dhayari,Pune",624,3850,2400000
"Ambegaon, Pune",Flat,1,2,No,Pune,"Ambegaon, Pune",525,5710,3000000
"manubai niwas CHS,Junnar, Pune",Flat,1,2,No,Pune,"manubai niwas CHS,Junnar, Pune",675,4440,3000000
"Shinde heights,Fursungi, Pune",Flat,2,3,No,Pune,"Shinde heights,Fursungi, Pune",860,3490,3000000
"Sara City,Chakan, Pune",Flat,1,2,Yes,Pune,"Sara City,Chakan, Pune",595,3700,2200000
"Phugewadi, Dapodi,Pune",Flat,2,2,No,Pune,"Phugewadi, Dapodi,Pune",585,5470,3200000
"Shree Yash Apartments,Vidyanagar, Dhanori,Pune",Flat,1,2,Yes,Pune,"Shree Yash Apartments,Vidyanagar, Dhanori,Pune",525,4760,2500000
"Sara City,Chakan, Pune",Flat,1,2,No,Pune,"Sara City,Chakan, Pune",600,3670,2200000
"Baner, Pune",Flat,1,2,Yes,Pune,"Baner, Pune",610,7700,4700000
"Shree Yash Apartments,Vidyanagar, Dhanori,Pune",Flat,1,2,No,Pune,"Shree Yash Apartments,Vidyanagar, Dhanori,Pune",525,4760,2500000
"Sainath Colony, Old Sangvi,Pune",Flat,1,2,Yes,Pune,"Sainath Colony, Old Sangvi,Pune",605,7600,4600000
"Rajgad colony Gayatri apartment ,Somdas Colony, Rahatani,Pune",Flat,1,2,Yes,Pune,"Rajgad colony Gayatri apartment ,Somdas Colony, Rahatani,Pune",400,6500,2600000
"Ganeshpuram Society,Trishul Housing Society, Saswad,Pune",Flat,2,2,No,Pune,"Ganeshpuram Society,Trishul Housing Society, Saswad,Pune",750,3070,2300000
"Jaideep Park,Sector No. 3, Bhosari,Pune",Flat,1,2,Yes,Pune,"Jaideep Park,Sector No. 3, Bhosari,Pune",618,5020,3100000
"Ayodhyanagari ,Rajgurunagar, Pune",Flat,2,3,Yes,Pune,"Ayodhyanagari ,Rajgurunagar, Pune",850,2230,1900000
"Chakan, Pune",Independent House,1,2,Yes,Pune,"Chakan, Pune",450,2890,1300000
"Chakan, Pune",Independent House,1,2,No,Pune,"Chakan, Pune",450,2890,1300000
"Grandview7 ,Shani Nagar, Ambegaon Budruk,Pune",Flat,1,2,No,Pune,"Grandview7 ,Shani Nagar, Ambegaon Budruk,Pune",640,6250,4000000
"B G S,Vetal Nagar, Hadapsar,Pune",Flat,1,2,No,Pune,"B G S,Vetal Nagar, Hadapsar,Pune",450,3110,1400000
"Bhupali Apartments,Tanaji Nagar, Ambegaon Pathar,Pune",Flat,2,3,Yes,Pune,"Bhupali Apartments,Tanaji Nagar, Ambegaon Pathar,Pune",900,3330,3000000
"Ranjangaon, Pune",Independent House,1,2,No,Pune,"Ranjangaon, Pune",640,2340,1500000
"Uruli Devachi, Pune",Independent House,3,3,Yes,Pune,"Uruli Devachi, Pune",1500,3670,5500000
"Life ville,Kalajewadi, Charholi Budruk,Pune",Flat,1,2,Yes,Pune,"Life ville,Kalajewadi, Charholi Budruk,Pune",500,5400,2700000
"Om sai building,Ram Nagar, Pimple Gurav,Pune",Flat,2,3,Yes,Pune,"Om sai building,Ram Nagar, Pimple Gurav,Pune",800,4380,3500000
"Vihar,Adarsh Nagar, Kalewadi,Pune",Flat,1,2,Yes,Pune,"Vihar,Adarsh Nagar, Kalewadi,Pune",644,6680,4300000
"Malegaon Budruk, Pune",Flat,2,3,Yes,Pune,"Malegaon Budruk, Pune",1070,7290,7800000
"Hinjewadi Phase 2, Hinjewadi Phase 3,Pune",Flat,1,2,Yes,Pune,"Hinjewadi Phase 2, Hinjewadi Phase 3,Pune",500,3400,1700000
"Sangam Nagar, Old Sangvi,Pune",Flat,1,2,No,Pune,"Sangam Nagar, Old Sangvi,Pune",400,4660,1865000
"Yerawada, Pune",Independent House,1,3,Yes,Pune,"Yerawada, Pune",950,4210,4000000
"Talegaon Dabhade, Pune",Flat,2,3,No,Pune,"Talegaon Dabhade, Pune",810,3580,2900000
"Playtor Rajgurunagar,Chakan, Pune",Flat,1,2,Yes,Pune,"Playtor Rajgurunagar,Chakan, Pune",410,4390,1800000
"Playtor Rajgurunagar,Chakan, Pune",Flat,1,2,No,Pune,"Playtor Rajgurunagar,Chakan, Pune",410,4390,1800000
"Neture blessing society ,Gorhe Bk., Pune",Flat,2,3,No,Pune,"Neture blessing society ,Gorhe Bk., Pune",980,3570,3500000
"Shiv Aapartment,Hindustan Antibiotics Colony, Pimpri,Pune",Flat,1,2,Yes,Pune,"Shiv Aapartment,Hindustan Antibiotics Colony, Pimpri,Pune",510,4710,2400000
"sonigari vihar,Nandadeep Colony, Kalewadi,Pune",Flat,1,2,No,Pune,"sonigari vihar,Nandadeep Colony, Kalewadi,Pune",670,6720,4500000
"rudra villa ,Bhilarewadi, Pune",Flat,1,2,No,Pune,"rudra villa ,Bhilarewadi, Pune",450,3560,1600000
"Krushnavihar,Tanaji Nagar, Ambegaon Pathar,Pune",Flat,1,2,No,Pune,"Krushnavihar,Tanaji Nagar, Ambegaon Pathar,Pune",530,4720,2500000
"Unnatinagar, Hadapsar,Pune",Independent House,1,2,Yes,Pune,"Unnatinagar, Hadapsar,Pune",500,3400,1700000
"Subhash Nagar, Shukrawar Peth,Pune",Flat,2,2,Yes,Pune,"Subhash Nagar, Shukrawar Peth,Pune",720,7640,5500000
"Vishnu Vihar,Raghav Nagar, Ambegaon Pathar,Pune",Flat,2,3,No,Pune,"Vishnu Vihar,Raghav Nagar, Ambegaon Pathar,Pune",1500,2330,3500000
"Wagholi, Pune",Independent House,2,2,Yes,Pune,"Wagholi, Pune",425,5880,2500000
"Tanaji Nagar, Ambegaon Pathar,Pune",Flat,1,2,No,Pune,"Tanaji Nagar, Ambegaon Pathar,Pune",591,4740,2800000
"Ramya Nagari, Bibwewadi,Pune",Independent House,1,1,Yes,Pune,"Ramya Nagari, Bibwewadi,Pune",300,4670,1400000
"Talegaon Dabhade, Pune",Flat,1,2,No,Pune,"Talegaon Dabhade, Pune",560,3750,2100000
"Kondhwa, Pune",Flat,1,2,Yes,Pune,"Kondhwa, Pune",400,4750,1900000
"Alandi, Pune",Flat,1,2,Yes,Pune,"Alandi, Pune",620,4350,2700000
"Alandi, Pune",Flat,2,2,No,Pune,"Alandi, Pune",750,3730,2800000
"Aashiyana Heights,Yewalewadi, Pune",Flat,1,2,Yes,Pune,"Aashiyana Heights,Yewalewadi, Pune",450,2890,1300000
"Katrajnagar, Katraj,Pune",Independent House,1,2,Yes,Pune,"Katrajnagar, Katraj,Pune",500,3200,1600000
"Sphurti Vihar,Tanaji Nagar, Ambegaon Pathar,Pune",Flat,2,2,Yes,Pune,"Sphurti Vihar,Tanaji Nagar, Ambegaon Pathar,Pune",672,4320,2900000
"Harikrupa building,Guruwar Peth, Pune",Flat,1,3,Yes,Pune,"Harikrupa building,Guruwar Peth, Pune",850,4710,4000000
